score,iteration,sift_nfeatures,sift_nOctaveLayers,sift_contrastThreshold,sift_edgeThreshold,sift_sigma,min_match_count,good_matches_threshold,mask_scale,ransac
68,200,0,7,0.07515151515151515,9.757575757575758,1.006060606060606,51,0.7545454545454546,1,5.545454545454546
68,927,0,3,0.07393939393939394,8.606060606060606,0.6909090909090909,46,0.7727272727272727,1,6.6767676767676765
67,633,0,5,0.035151515151515156,11.212121212121213,0.9575757575757576,44,0.7181818181818183,1,4.292929292929293
61,452,0,3,0.029696969696969697,13.515151515151516,0.9333333333333333,47,0.7333333333333334,1,4.696969696969697
57,889,0,7,0.03272727272727273,12.06060606060606,0.4404040404040404,55,0.7515151515151515,1,3.808080808080808
57,857,0,7,0.07878787878787878,9.575757575757576,0.4,43,0.5424242424242425,1,4.696969696969697
57,178,0,6,0.04,8.606060606060606,0.42424242424242425,57,0.7212121212121212,1,3.4444444444444446
57,923,0,7,0.04787878787878788,13.515151515151516,0.4727272727272728,40,0.603030303030303,1,5.262626262626263
57,47,0,6,0.05030303030303031,10.121212121212121,0.4404040404040404,59,0.6303030303030304,1,5.98989898989899
57,930,0,5,0.07939393939393939,11.454545454545455,0.4080808080808081,52,0.5636363636363636,1,4.9393939393939394
57,429,0,7,0.05939393939393939,8.90909090909091,0.4484848484848485,55,0.5575757575757576,1,5.909090909090909
57,919,0,7,0.04727272727272727,10.363636363636363,0.4727272727272728,47,0.5363636363636364,1,6.636363636363637
57,650,0,6,0.03878787878787879,10.303030303030303,0.42424242424242425,42,0.7696969696969698,1,6.191919191919192
57,143,0,5,0.03696969696969697,13.151515151515152,0.4,42,0.6333333333333333,1,6.91919191919192
57,574,0,6,0.05757575757575757,11.09090909090909,0.4484848484848485,46,0.5727272727272728,1,5.0606060606060606
57,324,0,6,0.062424242424242424,11.393939393939394,0.42424242424242425,41,0.6575757575757576,1,4.333333333333334
57,330,0,6,0.04242424242424242,11.757575757575758,0.4161616161616162,46,0.6454545454545455,1,5.626262626262626
57,371,0,5,0.07333333333333333,11.454545454545455,0.4161616161616162,47,0.5484848484848485,1,5.707070707070708
57,799,0,7,0.02909090909090909,8.0,0.4484848484848485,53,0.6545454545454545,1,6.070707070707071
57,60,0,7,0.033939393939393936,9.636363636363637,0.4,52,0.5575757575757576,1,6.595959595959597
57,4,0,6,0.052727272727272734,8.242424242424242,0.4161616161616162,55,0.6212121212121212,1,4.5353535353535355
57,945,0,6,0.045454545454545456,9.515151515151516,0.42424242424242425,58,0.6333333333333333,1,3.080808080808081
57,208,0,6,0.022424242424242423,11.151515151515152,0.4,58,0.5242424242424243,1,3.121212121212121
57,877,0,5,0.06303030303030303,8.969696969696969,0.4,52,0.6454545454545455,1,3.7676767676767677
57,227,0,6,0.034545454545454546,8.666666666666666,0.43232323232323233,59,0.7242424242424242,1,6.191919191919192
57,829,0,7,0.041212121212121214,8.181818181818182,0.4,58,0.6,1,3.242424242424242
57,237,0,6,0.04666666666666666,11.696969696969697,0.42424242424242425,47,0.7484848484848485,1,6.3939393939393945
57,98,0,6,0.07333333333333333,13.636363636363637,0.4404040404040404,41,0.6545454545454545,1,5.98989898989899
57,277,0,7,0.05878787878787879,12.121212121212121,0.4727272727272728,51,0.7545454545454546,1,6.030303030303031
57,654,0,7,0.022424242424242423,8.242424242424242,0.42424242424242425,53,0.5303030303030303,1,3.3636363636363638
56,73,0,6,0.041212121212121214,8.484848484848484,0.4484848484848485,55,0.5303030303030303,1,3.9696969696969697
56,129,0,7,0.024242424242424242,10.969696969696969,0.6181818181818182,40,0.7212121212121212,1,4.97979797979798
56,299,0,6,0.07757575757575758,9.515151515151516,0.46464646464646464,57,0.503030303030303,1,5.383838383838384
56,378,0,5,0.0393939393939394,13.515151515151516,0.4080808080808081,41,0.5606060606060607,1,3.525252525252525
56,374,0,6,0.07939393939393939,11.212121212121213,0.4484848484848485,58,0.7818181818181819,1,4.292929292929293
55,859,0,7,0.0496969696969697,11.757575757575758,0.4808080808080808,45,0.6060606060606061,1,7.0
55,483,0,6,0.033939393939393936,14.0,0.4404040404040404,43,0.7181818181818183,1,3.3636363636363638
55,845,0,7,0.07636363636363637,12.121212121212121,0.496969696969697,51,0.5909090909090909,1,5.98989898989899
55,251,0,7,0.0393939393939394,10.242424242424242,0.48888888888888893,58,0.5787878787878789,1,3.202020202020202
55,822,0,5,0.03272727272727273,11.757575757575758,0.795959595959596,45,0.7303030303030303,1,5.383838383838384
55,21,0,7,0.06545454545454546,8.545454545454545,0.48888888888888893,55,0.7121212121212122,1,4.01010101010101
55,369,0,7,0.0496969696969697,13.454545454545455,0.48888888888888893,57,0.6666666666666667,1,4.9393939393939394
55,506,0,7,0.025454545454545455,12.969696969696969,0.48888888888888893,52,0.5,1,4.05050505050505
54,690,0,6,0.03333333333333333,9.454545454545455,0.4484848484848485,40,0.593939393939394,1,6.191919191919192
54,161,0,5,0.04666666666666666,8.181818181818182,0.4161616161616162,40,0.7000000000000001,1,5.020202020202021
54,95,0,7,0.03818181818181818,11.030303030303031,0.48888888888888893,58,0.6454545454545455,1,3.606060606060606
53,312,0,5,0.07212121212121213,9.757575757575758,0.4404040404040404,53,0.5121212121212121,1,5.181818181818182
53,680,0,6,0.022424242424242423,13.696969696969697,0.4484848484848485,40,0.5151515151515151,1,5.0606060606060606
53,780,0,7,0.062424242424242424,8.06060606060606,0.496969696969697,40,0.5181818181818182,1,5.666666666666667
53,865,0,7,0.05757575757575757,8.666666666666666,0.48888888888888893,53,0.706060606060606,1,3.5656565656565657
