index,score,params,iteration
264,75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.05878787878787878), 'sift_edgeThreshold': np.float64(12.676767676767676), 'sift_sigma': np.float64(0.7070707070707071), 'min_match_count': 52, 'good_matches_threshold': np.float64(0.8393939393939394), 'mask_scale': 1}",264
272,75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.05676767676767676), 'sift_edgeThreshold': np.float64(5.101010101010101), 'sift_sigma': np.float64(0.7111111111111111), 'min_match_count': 49, 'good_matches_threshold': np.float64(0.8818181818181818), 'mask_scale': 1}",272
271,75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.026060606060606062), 'sift_edgeThreshold': np.float64(9.343434343434343), 'sift_sigma': np.float64(0.5616161616161617), 'min_match_count': 52, 'good_matches_threshold': np.float64(0.6606060606060606), 'mask_scale': 1}",271
269,75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.026060606060606062), 'sift_edgeThreshold': np.float64(5.303030303030303), 'sift_sigma': np.float64(0.6343434343434344), 'min_match_count': 55, 'good_matches_threshold': np.float64(0.6151515151515151), 'mask_scale': 1}",269
268,75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.024444444444444442), 'sift_edgeThreshold': np.float64(14.696969696969697), 'sift_sigma': np.float64(0.5616161616161617), 'min_match_count': 48, 'good_matches_threshold': np.float64(0.8848484848484849), 'mask_scale': 1}",268
267,75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.02484848484848485), 'sift_edgeThreshold': np.float64(6.919191919191919), 'sift_sigma': np.float64(0.7717171717171718), 'min_match_count': 55, 'good_matches_threshold': np.float64(0.7757575757575758), 'mask_scale': 1}",267
266,75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.021616161616161617), 'sift_edgeThreshold': np.float64(5.303030303030303), 'sift_sigma': np.float64(0.593939393939394), 'min_match_count': 52, 'good_matches_threshold': np.float64(0.7151515151515151), 'mask_scale': 1}",266
281,75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.03575757575757575), 'sift_edgeThreshold': np.float64(5.404040404040404), 'sift_sigma': np.float64(0.6343434343434344), 'min_match_count': 52, 'good_matches_threshold': np.float64(0.6606060606060606), 'mask_scale': 1}",281
282,75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.048282828282828275), 'sift_edgeThreshold': np.float64(10.252525252525253), 'sift_sigma': np.float64(0.7434343434343434), 'min_match_count': 51, 'good_matches_threshold': np.float64(0.6484848484848484), 'mask_scale': 1}",282
283,75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.05353535353535353), 'sift_edgeThreshold': np.float64(7.222222222222222), 'sift_sigma': np.float64(0.4282828282828283), 'min_match_count': 41, 'good_matches_threshold': np.float64(0.6787878787878787), 'mask_scale': 1}",283
284,75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.04262626262626262), 'sift_edgeThreshold': np.float64(7.020202020202021), 'sift_sigma': np.float64(0.501010101010101), 'min_match_count': 58, 'good_matches_threshold': np.float64(0.609090909090909), 'mask_scale': 1}",284
285,75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.029696969696969694), 'sift_edgeThreshold': np.float64(11.969696969696969), 'sift_sigma': np.float64(0.4444444444444445), 'min_match_count': 54, 'good_matches_threshold': np.float64(0.8454545454545455), 'mask_scale': 1}",285
286,75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.057171717171717165), 'sift_edgeThreshold': np.float64(14.494949494949495), 'sift_sigma': np.float64(0.5090909090909091), 'min_match_count': 44, 'good_matches_threshold': np.float64(0.6878787878787879), 'mask_scale': 1}",286
287,75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.04222222222222222), 'sift_edgeThreshold': np.float64(6.01010101010101), 'sift_sigma': np.float64(0.4), 'min_match_count': 50, 'good_matches_threshold': np.float64(0.6878787878787879), 'mask_scale': 1}",287
288,75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.031313131313131314), 'sift_edgeThreshold': np.float64(7.525252525252525), 'sift_sigma': np.float64(0.46464646464646464), 'min_match_count': 57, 'good_matches_threshold': np.float64(0.609090909090909), 'mask_scale': 1}",288
289,75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.03898989898989899), 'sift_edgeThreshold': np.float64(6.818181818181818), 'sift_sigma': np.float64(0.6585858585858586), 'min_match_count': 43, 'good_matches_threshold': np.float64(0.8757575757575757), 'mask_scale': 1}",289
290,75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.02484848484848485), 'sift_edgeThreshold': np.float64(13.484848484848484), 'sift_sigma': np.float64(0.4040404040404041), 'min_match_count': 56, 'good_matches_threshold': np.float64(0.7484848484848485), 'mask_scale': 1}",290
291,75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.031313131313131314), 'sift_edgeThreshold': np.float64(5.101010101010101), 'sift_sigma': np.float64(0.5292929292929294), 'min_match_count': 55, 'good_matches_threshold': np.float64(0.6303030303030303), 'mask_scale': 1}",291
292,75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.057171717171717165), 'sift_edgeThreshold': np.float64(11.363636363636363), 'sift_sigma': np.float64(0.6868686868686869), 'min_match_count': 43, 'good_matches_threshold': np.float64(0.6757575757575758), 'mask_scale': 1}",292
294,75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.031313131313131314), 'sift_edgeThreshold': np.float64(9.848484848484848), 'sift_sigma': np.float64(0.6222222222222222), 'min_match_count': 46, 'good_matches_threshold': np.float64(0.6454545454545454), 'mask_scale': 1}",294
295,75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.045454545454545456), 'sift_edgeThreshold': np.float64(7.020202020202021), 'sift_sigma': np.float64(0.694949494949495), 'min_match_count': 51, 'good_matches_threshold': np.float64(0.6484848484848484), 'mask_scale': 1}",295
296,75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.05595959595959596), 'sift_edgeThreshold': np.float64(8.232323232323232), 'sift_sigma': np.float64(0.45252525252525255), 'min_match_count': 59, 'good_matches_threshold': np.float64(0.6818181818181818), 'mask_scale': 1}",296
297,75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.045858585858585856), 'sift_edgeThreshold': np.float64(13.686868686868687), 'sift_sigma': np.float64(0.593939393939394), 'min_match_count': 52, 'good_matches_threshold': np.float64(0.8424242424242424), 'mask_scale': 1}",297
298,75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.024444444444444442), 'sift_edgeThreshold': np.float64(11.767676767676768), 'sift_sigma': np.float64(0.5696969696969697), 'min_match_count': 44, 'good_matches_threshold': np.float64(0.6303030303030303), 'mask_scale': 1}",298
265,75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.029696969696969694), 'sift_edgeThreshold': np.float64(10.656565656565657), 'sift_sigma': np.float64(0.6464646464646465), 'min_match_count': 58, 'good_matches_threshold': np.float64(0.7424242424242424), 'mask_scale': 1}",265
263,75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.05393939393939394), 'sift_edgeThreshold': np.float64(9.545454545454545), 'sift_sigma': np.float64(0.7313131313131314), 'min_match_count': 54, 'good_matches_threshold': np.float64(0.696969696969697), 'mask_scale': 1}",263
223,75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.04181818181818182), 'sift_edgeThreshold': np.float64(6.515151515151516), 'sift_sigma': np.float64(0.6707070707070708), 'min_match_count': 42, 'good_matches_threshold': np.float64(0.7272727272727273), 'mask_scale': 1}",223
231,75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.046262626262626255), 'sift_edgeThreshold': np.float64(6.515151515151516), 'sift_sigma': np.float64(0.46464646464646464), 'min_match_count': 42, 'good_matches_threshold': np.float64(0.8545454545454545), 'mask_scale': 1}",231
238,75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.03979797979797979), 'sift_edgeThreshold': np.float64(8.838383838383837), 'sift_sigma': np.float64(0.7030303030303031), 'min_match_count': 53, 'good_matches_threshold': np.float64(0.6515151515151515), 'mask_scale': 1}",238
237,75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.030909090909090907), 'sift_edgeThreshold': np.float64(9.343434343434343), 'sift_sigma': np.float64(0.6262626262626263), 'min_match_count': 53, 'good_matches_threshold': np.float64(0.6848484848484848), 'mask_scale': 1}",237
235,75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.05191919191919192), 'sift_edgeThreshold': np.float64(9.94949494949495), 'sift_sigma': np.float64(0.7030303030303031), 'min_match_count': 55, 'good_matches_threshold': np.float64(0.8848484848484849), 'mask_scale': 1}",235
234,75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.032525252525252527), 'sift_edgeThreshold': np.float64(12.272727272727273), 'sift_sigma': np.float64(0.4484848484848485), 'min_match_count': 50, 'good_matches_threshold': np.float64(0.7424242424242424), 'mask_scale': 1}",234
233,75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.029292929292929294), 'sift_edgeThreshold': np.float64(12.878787878787879), 'sift_sigma': np.float64(0.8), 'min_match_count': 54, 'good_matches_threshold': np.float64(0.6878787878787879), 'mask_scale': 1}",233
232,75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.026868686868686868), 'sift_edgeThreshold': np.float64(9.141414141414142), 'sift_sigma': np.float64(0.5979797979797981), 'min_match_count': 48, 'good_matches_threshold': np.float64(0.7151515151515151), 'mask_scale': 1}",232
230,75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.04666666666666666), 'sift_edgeThreshold': np.float64(5.404040404040404), 'sift_sigma': np.float64(0.5212121212121212), 'min_match_count': 59, 'good_matches_threshold': np.float64(0.7363636363636363), 'mask_scale': 1}",230
262,75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.05878787878787878), 'sift_edgeThreshold': np.float64(7.3232323232323235), 'sift_sigma': np.float64(0.5454545454545454), 'min_match_count': 53, 'good_matches_threshold': np.float64(0.7787878787878788), 'mask_scale': 1}",262
229,75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.023232323232323233), 'sift_edgeThreshold': np.float64(10.151515151515152), 'sift_sigma': np.float64(0.6787878787878788), 'min_match_count': 50, 'good_matches_threshold': np.float64(0.893939393939394), 'mask_scale': 1}",229
228,75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.028484848484848484), 'sift_edgeThreshold': np.float64(13.080808080808081), 'sift_sigma': np.float64(0.4808080808080808), 'min_match_count': 44, 'good_matches_threshold': np.float64(0.7363636363636363), 'mask_scale': 1}",228
227,75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.05474747474747474), 'sift_edgeThreshold': np.float64(7.727272727272727), 'sift_sigma': np.float64(0.5979797979797981), 'min_match_count': 54, 'good_matches_threshold': np.float64(0.7272727272727273), 'mask_scale': 1}",227
226,75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.025252525252525252), 'sift_edgeThreshold': np.float64(9.444444444444445), 'sift_sigma': np.float64(0.6909090909090909), 'min_match_count': 42, 'good_matches_threshold': np.float64(0.8242424242424242), 'mask_scale': 1}",226
225,75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.029292929292929294), 'sift_edgeThreshold': np.float64(9.94949494949495), 'sift_sigma': np.float64(0.7393939393939395), 'min_match_count': 42, 'good_matches_threshold': np.float64(0.7727272727272727), 'mask_scale': 1}",225
224,75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.04141414141414141), 'sift_edgeThreshold': np.float64(12.676767676767676), 'sift_sigma': np.float64(0.7515151515151515), 'min_match_count': 44, 'good_matches_threshold': np.float64(0.7303030303030302), 'mask_scale': 1}",224
239,75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.04505050505050505), 'sift_edgeThreshold': np.float64(13.080808080808081), 'sift_sigma': np.float64(0.5535353535353535), 'min_match_count': 41, 'good_matches_threshold': np.float64(0.7909090909090909), 'mask_scale': 1}",239
240,75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.043434343434343436), 'sift_edgeThreshold': np.float64(12.474747474747474), 'sift_sigma': np.float64(0.5979797979797981), 'min_match_count': 47, 'good_matches_threshold': np.float64(0.7454545454545455), 'mask_scale': 1}",240
241,75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.05959595959595959), 'sift_edgeThreshold': np.float64(6.414141414141414), 'sift_sigma': np.float64(0.6585858585858586), 'min_match_count': 44, 'good_matches_threshold': np.float64(0.8272727272727273), 'mask_scale': 1}",241
242,75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.05757575757575757), 'sift_edgeThreshold': np.float64(14.09090909090909), 'sift_sigma': np.float64(0.42424242424242425), 'min_match_count': 44, 'good_matches_threshold': np.float64(0.6484848484848484), 'mask_scale': 1}",242
243,75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.0507070707070707), 'sift_edgeThreshold': np.float64(5.0), 'sift_sigma': np.float64(0.5898989898989899), 'min_match_count': 52, 'good_matches_threshold': np.float64(0.6424242424242425), 'mask_scale': 1}",243
244,75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.05191919191919192), 'sift_edgeThreshold': np.float64(13.282828282828282), 'sift_sigma': np.float64(0.7636363636363637), 'min_match_count': 48, 'good_matches_threshold': np.float64(0.8515151515151516), 'mask_scale': 1}",244
245,75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.043838383838383836), 'sift_edgeThreshold': np.float64(5.303030303030303), 'sift_sigma': np.float64(0.7313131313131314), 'min_match_count': 51, 'good_matches_threshold': np.float64(0.8393939393939394), 'mask_scale': 1}",245
246,75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.031313131313131314), 'sift_edgeThreshold': np.float64(6.515151515151516), 'sift_sigma': np.float64(0.7070707070707071), 'min_match_count': 56, 'good_matches_threshold': np.float64(0.7848484848484849), 'mask_scale': 1}",246
247,75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.034949494949494946), 'sift_edgeThreshold': np.float64(9.646464646464647), 'sift_sigma': np.float64(0.6464646464646465), 'min_match_count': 56, 'good_matches_threshold': np.float64(0.7333333333333334), 'mask_scale': 1}",247
250,75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.03939393939393939), 'sift_edgeThreshold': np.float64(7.424242424242424), 'sift_sigma': np.float64(0.7474747474747475), 'min_match_count': 46, 'good_matches_threshold': np.float64(0.6515151515151515), 'mask_scale': 1}",250
251,75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.02808080808080808), 'sift_edgeThreshold': np.float64(12.777777777777779), 'sift_sigma': np.float64(0.7555555555555555), 'min_match_count': 59, 'good_matches_threshold': np.float64(0.8727272727272728), 'mask_scale': 1}",251
252,75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.05272727272727272), 'sift_edgeThreshold': np.float64(8.333333333333334), 'sift_sigma': np.float64(0.45252525252525255), 'min_match_count': 43, 'good_matches_threshold': np.float64(0.6757575757575758), 'mask_scale': 1}",252
257,75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.030505050505050504), 'sift_edgeThreshold': np.float64(8.131313131313131), 'sift_sigma': np.float64(0.46060606060606063), 'min_match_count': 51, 'good_matches_threshold': np.float64(0.6), 'mask_scale': 1}",257
258,75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.048282828282828275), 'sift_edgeThreshold': np.float64(11.06060606060606), 'sift_sigma': np.float64(0.6747474747474748), 'min_match_count': 49, 'good_matches_threshold': np.float64(0.6787878787878787), 'mask_scale': 1}",258
259,75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.02282828282828283), 'sift_edgeThreshold': np.float64(11.262626262626263), 'sift_sigma': np.float64(0.5575757575757576), 'min_match_count': 56, 'good_matches_threshold': np.float64(0.7242424242424242), 'mask_scale': 1}",259
260,75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.02282828282828283), 'sift_edgeThreshold': np.float64(10.555555555555555), 'sift_sigma': np.float64(0.7555555555555555), 'min_match_count': 47, 'good_matches_threshold': np.float64(0.8454545454545455), 'mask_scale': 1}",260
261,75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.034545454545454546), 'sift_edgeThreshold': np.float64(5.202020202020202), 'sift_sigma': np.float64(0.795959595959596), 'min_match_count': 48, 'good_matches_threshold': np.float64(0.6272727272727272), 'mask_scale': 1}",261
142,75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.048282828282828275), 'sift_edgeThreshold': np.float64(6.717171717171717), 'sift_sigma': np.float64(0.7676767676767677), 'min_match_count': 53, 'good_matches_threshold': np.float64(0.8242424242424242), 'mask_scale': 1}",142
299,75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.045858585858585856), 'sift_edgeThreshold': np.float64(12.373737373737374), 'sift_sigma': np.float64(0.6505050505050505), 'min_match_count': 59, 'good_matches_threshold': np.float64(0.8666666666666667), 'mask_scale': 1}",299
140,75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.044242424242424236), 'sift_edgeThreshold': np.float64(14.8989898989899), 'sift_sigma': np.float64(0.6787878787878788), 'min_match_count': 49, 'good_matches_threshold': np.float64(0.703030303030303), 'mask_scale': 1}",140
88,75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.045858585858585856), 'sift_edgeThreshold': np.float64(13.787878787878787), 'sift_sigma': np.float64(0.7676767676767677), 'min_match_count': 44, 'good_matches_threshold': np.float64(0.6242424242424243), 'mask_scale': 1}",88
79,75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.0402020202020202), 'sift_edgeThreshold': np.float64(5.202020202020202), 'sift_sigma': np.float64(0.7555555555555555), 'min_match_count': 46, 'good_matches_threshold': np.float64(0.8545454545454545), 'mask_scale': 1}",79
39,75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.03777777777777777), 'sift_edgeThreshold': np.float64(12.777777777777779), 'sift_sigma': np.float64(0.7232323232323232), 'min_match_count': 47, 'good_matches_threshold': np.float64(0.6696969696969697), 'mask_scale': 1}",39
81,75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.029696969696969694), 'sift_edgeThreshold': np.float64(7.828282828282829), 'sift_sigma': np.float64(0.5575757575757576), 'min_match_count': 48, 'good_matches_threshold': np.float64(0.6484848484848484), 'mask_scale': 1}",81
82,75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.032525252525252527), 'sift_edgeThreshold': np.float64(9.040404040404042), 'sift_sigma': np.float64(0.48484848484848486), 'min_match_count': 42, 'good_matches_threshold': np.float64(0.6333333333333333), 'mask_scale': 1}",82
38,75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.02202020202020202), 'sift_edgeThreshold': np.float64(14.797979797979798), 'sift_sigma': np.float64(0.7676767676767677), 'min_match_count': 49, 'good_matches_threshold': np.float64(0.8636363636363636), 'mask_scale': 1}",38
84,75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.045858585858585856), 'sift_edgeThreshold': np.float64(6.313131313131313), 'sift_sigma': np.float64(0.7838383838383838), 'min_match_count': 51, 'good_matches_threshold': np.float64(0.7363636363636363), 'mask_scale': 1}",84
85,75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.02282828282828283), 'sift_edgeThreshold': np.float64(7.121212121212121), 'sift_sigma': np.float64(0.4363636363636364), 'min_match_count': 57, 'good_matches_threshold': np.float64(0.609090909090909), 'mask_scale': 1}",85
86,75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.0503030303030303), 'sift_edgeThreshold': np.float64(12.171717171717171), 'sift_sigma': np.float64(0.48484848484848486), 'min_match_count': 49, 'good_matches_threshold': np.float64(0.8424242424242424), 'mask_scale': 1}",86
87,75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.02), 'sift_edgeThreshold': np.float64(12.474747474747474), 'sift_sigma': np.float64(0.5050505050505051), 'min_match_count': 43, 'good_matches_threshold': np.float64(0.6424242424242425), 'mask_scale': 1}",87
89,75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.05797979797979798), 'sift_edgeThreshold': np.float64(13.585858585858587), 'sift_sigma': np.float64(0.5333333333333333), 'min_match_count': 49, 'good_matches_threshold': np.float64(0.703030303030303), 'mask_scale': 1}",89
40,75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.034949494949494946), 'sift_edgeThreshold': np.float64(10.959595959595958), 'sift_sigma': np.float64(0.4808080808080808), 'min_match_count': 40, 'good_matches_threshold': np.float64(0.6727272727272727), 'mask_scale': 1}",40
37,75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.0402020202020202), 'sift_edgeThreshold': np.float64(6.515151515151516), 'sift_sigma': np.float64(0.6909090909090909), 'min_match_count': 41, 'good_matches_threshold': np.float64(0.8787878787878788), 'mask_scale': 1}",37
36,75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.045858585858585856), 'sift_edgeThreshold': np.float64(7.626262626262626), 'sift_sigma': np.float64(0.4404040404040404), 'min_match_count': 40, 'good_matches_threshold': np.float64(0.7303030303030302), 'mask_scale': 1}",36
91,75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.05353535353535353), 'sift_edgeThreshold': np.float64(7.424242424242424), 'sift_sigma': np.float64(0.6101010101010101), 'min_match_count': 45, 'good_matches_threshold': np.float64(0.8636363636363636), 'mask_scale': 1}",91
92,75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.027676767676767675), 'sift_edgeThreshold': np.float64(13.484848484848484), 'sift_sigma': np.float64(0.501010101010101), 'min_match_count': 54, 'good_matches_threshold': np.float64(0.6363636363636364), 'mask_scale': 1}",92
93,75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.04101010101010101), 'sift_edgeThreshold': np.float64(11.868686868686869), 'sift_sigma': np.float64(0.5696969696969697), 'min_match_count': 40, 'good_matches_threshold': np.float64(0.6909090909090909), 'mask_scale': 1}",93
35,75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.04141414141414141), 'sift_edgeThreshold': np.float64(15.0), 'sift_sigma': np.float64(0.5777777777777778), 'min_match_count': 42, 'good_matches_threshold': np.float64(0.6606060606060606), 'mask_scale': 1}",35
95,75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.026464646464646465), 'sift_edgeThreshold': np.float64(7.121212121212121), 'sift_sigma': np.float64(0.496969696969697), 'min_match_count': 41, 'good_matches_threshold': np.float64(0.6212121212121212), 'mask_scale': 1}",95
48,75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.03333333333333333), 'sift_edgeThreshold': np.float64(6.515151515151516), 'sift_sigma': np.float64(0.5131313131313131), 'min_match_count': 50, 'good_matches_threshold': np.float64(0.8515151515151516), 'mask_scale': 1}",48
97,75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.022424242424242423), 'sift_edgeThreshold': np.float64(8.535353535353536), 'sift_sigma': np.float64(0.5171717171717172), 'min_match_count': 42, 'good_matches_threshold': np.float64(0.8787878787878788), 'mask_scale': 1}",97
78,75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.025656565656565655), 'sift_edgeThreshold': np.float64(9.848484848484848), 'sift_sigma': np.float64(0.593939393939394), 'min_match_count': 57, 'good_matches_threshold': np.float64(0.6666666666666666), 'mask_scale': 1}",78
76,75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.032525252525252527), 'sift_edgeThreshold': np.float64(11.969696969696969), 'sift_sigma': np.float64(0.4080808080808081), 'min_match_count': 44, 'good_matches_threshold': np.float64(0.793939393939394), 'mask_scale': 1}",76
100,75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.05191919191919192), 'sift_edgeThreshold': np.float64(14.393939393939394), 'sift_sigma': np.float64(0.7191919191919192), 'min_match_count': 58, 'good_matches_threshold': np.float64(0.7333333333333334), 'mask_scale': 1}",100
