index,score,params,iteration
45,75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.05111111111111111), 'sift_edgeThreshold': np.float64(11.262626262626263), 'sift_sigma': np.float64(0.7313131313131314), 'min_match_count': 55, 'good_matches_threshold': np.float64(0.7121212121212122), 'mask_scale': 1}",45
50,75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.036565656565656565), 'sift_edgeThreshold': np.float64(9.242424242424242), 'sift_sigma': np.float64(0.4686868686868687), 'min_match_count': 43, 'good_matches_threshold': np.float64(0.8666666666666667), 'mask_scale': 1}",50
51,75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.05595959595959596), 'sift_edgeThreshold': np.float64(12.272727272727273), 'sift_sigma': np.float64(0.496969696969697), 'min_match_count': 46, 'good_matches_threshold': np.float64(0.6636363636363636), 'mask_scale': 1}",51
52,75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.03373737373737373), 'sift_edgeThreshold': np.float64(8.838383838383837), 'sift_sigma': np.float64(0.6787878787878788), 'min_match_count': 49, 'good_matches_threshold': np.float64(0.6575757575757576), 'mask_scale': 1}",52
53,75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.058383838383838385), 'sift_edgeThreshold': np.float64(14.393939393939394), 'sift_sigma': np.float64(0.501010101010101), 'min_match_count': 40, 'good_matches_threshold': np.float64(0.6212121212121212), 'mask_scale': 1}",53
54,75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.0507070707070707), 'sift_edgeThreshold': np.float64(15.0), 'sift_sigma': np.float64(0.8), 'min_match_count': 53, 'good_matches_threshold': np.float64(0.9), 'mask_scale': 1}",54
55,75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.05191919191919192), 'sift_edgeThreshold': np.float64(14.191919191919192), 'sift_sigma': np.float64(0.5414141414141415), 'min_match_count': 45, 'good_matches_threshold': np.float64(0.6484848484848484), 'mask_scale': 1}",55
47,75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.047474747474747475), 'sift_edgeThreshold': np.float64(11.868686868686869), 'sift_sigma': np.float64(0.795959595959596), 'min_match_count': 48, 'good_matches_threshold': np.float64(0.7272727272727273), 'mask_scale': 1}",47
57,75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.023232323232323233), 'sift_edgeThreshold': np.float64(7.222222222222222), 'sift_sigma': np.float64(0.49292929292929294), 'min_match_count': 59, 'good_matches_threshold': np.float64(0.6363636363636364), 'mask_scale': 1}",57
59,75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.0301010101010101), 'sift_edgeThreshold': np.float64(5.909090909090909), 'sift_sigma': np.float64(0.5777777777777778), 'min_match_count': 42, 'good_matches_threshold': np.float64(0.8454545454545455), 'mask_scale': 1}",59
62,75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.04101010101010101), 'sift_edgeThreshold': np.float64(14.797979797979798), 'sift_sigma': np.float64(0.7070707070707071), 'min_match_count': 42, 'good_matches_threshold': np.float64(0.6515151515151515), 'mask_scale': 1}",62
75,75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.03333333333333333), 'sift_edgeThreshold': np.float64(11.161616161616163), 'sift_sigma': np.float64(0.4080808080808081), 'min_match_count': 57, 'good_matches_threshold': np.float64(0.7545454545454545), 'mask_scale': 1}",75
44,75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.03777777777777777), 'sift_edgeThreshold': np.float64(11.767676767676768), 'sift_sigma': np.float64(0.6666666666666667), 'min_match_count': 44, 'good_matches_threshold': np.float64(0.7090909090909091), 'mask_scale': 1}",44
64,75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.029292929292929294), 'sift_edgeThreshold': np.float64(9.94949494949495), 'sift_sigma': np.float64(0.6464646464646465), 'min_match_count': 58, 'good_matches_threshold': np.float64(0.6636363636363636), 'mask_scale': 1}",64
65,75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.022424242424242423), 'sift_edgeThreshold': np.float64(5.909090909090909), 'sift_sigma': np.float64(0.5050505050505051), 'min_match_count': 54, 'good_matches_threshold': np.float64(0.7212121212121212), 'mask_scale': 1}",65
43,75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.056363636363636366), 'sift_edgeThreshold': np.float64(13.484848484848484), 'sift_sigma': np.float64(0.6101010101010101), 'min_match_count': 44, 'good_matches_threshold': np.float64(0.7090909090909091), 'mask_scale': 1}",43
70,75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.045454545454545456), 'sift_edgeThreshold': np.float64(6.818181818181818), 'sift_sigma': np.float64(0.4808080808080808), 'min_match_count': 55, 'good_matches_threshold': np.float64(0.896969696969697), 'mask_scale': 1}",70
72,75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.024444444444444442), 'sift_edgeThreshold': np.float64(14.191919191919192), 'sift_sigma': np.float64(0.7717171717171718), 'min_match_count': 46, 'good_matches_threshold': np.float64(0.8303030303030303), 'mask_scale': 1}",72
42,75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.045858585858585856), 'sift_edgeThreshold': np.float64(12.272727272727273), 'sift_sigma': np.float64(0.7232323232323232), 'min_match_count': 46, 'good_matches_threshold': np.float64(0.8242424242424242), 'mask_scale': 1}",42
73,75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.0507070707070707), 'sift_edgeThreshold': np.float64(10.05050505050505), 'sift_sigma': np.float64(0.6141414141414141), 'min_match_count': 43, 'good_matches_threshold': np.float64(0.8666666666666667), 'mask_scale': 1}",73
74,75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.040606060606060604), 'sift_edgeThreshold': np.float64(11.666666666666668), 'sift_sigma': np.float64(0.5414141414141415), 'min_match_count': 49, 'good_matches_threshold': np.float64(0.7454545454545455), 'mask_scale': 1}",74
33,75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.05757575757575757), 'sift_edgeThreshold': np.float64(11.969696969696969), 'sift_sigma': np.float64(0.4282828282828283), 'min_match_count': 54, 'good_matches_threshold': np.float64(0.893939393939394), 'mask_scale': 1}",33
96,75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.05757575757575757), 'sift_edgeThreshold': np.float64(6.212121212121212), 'sift_sigma': np.float64(0.6505050505050505), 'min_match_count': 52, 'good_matches_threshold': np.float64(0.7393939393939394), 'mask_scale': 1}",96
20,75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.030505050505050504), 'sift_edgeThreshold': np.float64(12.777777777777779), 'sift_sigma': np.float64(0.4484848484848485), 'min_match_count': 57, 'good_matches_threshold': np.float64(0.893939393939394), 'mask_scale': 1}",20
130,75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.03818181818181818), 'sift_edgeThreshold': np.float64(9.94949494949495), 'sift_sigma': np.float64(0.694949494949495), 'min_match_count': 50, 'good_matches_threshold': np.float64(0.9), 'mask_scale': 1}",130
122,75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.036565656565656565), 'sift_edgeThreshold': np.float64(9.545454545454545), 'sift_sigma': np.float64(0.5131313131313131), 'min_match_count': 54, 'good_matches_threshold': np.float64(0.693939393939394), 'mask_scale': 1}",122
123,75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.049494949494949494), 'sift_edgeThreshold': np.float64(11.161616161616163), 'sift_sigma': np.float64(0.48888888888888893), 'min_match_count': 51, 'good_matches_threshold': np.float64(0.7575757575757576), 'mask_scale': 1}",123
101,75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.06), 'sift_edgeThreshold': np.float64(8.838383838383837), 'sift_sigma': np.float64(0.7191919191919192), 'min_match_count': 47, 'good_matches_threshold': np.float64(0.6787878787878787), 'mask_scale': 1}",101
125,75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.0507070707070707), 'sift_edgeThreshold': np.float64(12.777777777777779), 'sift_sigma': np.float64(0.6505050505050505), 'min_match_count': 48, 'good_matches_threshold': np.float64(0.6272727272727272), 'mask_scale': 1}",125
126,75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.05555555555555555), 'sift_edgeThreshold': np.float64(8.737373737373737), 'sift_sigma': np.float64(0.41212121212121217), 'min_match_count': 48, 'good_matches_threshold': np.float64(0.7666666666666666), 'mask_scale': 1}",126
127,75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.032929292929292926), 'sift_edgeThreshold': np.float64(10.252525252525253), 'sift_sigma': np.float64(0.6424242424242425), 'min_match_count': 46, 'good_matches_threshold': np.float64(0.6151515151515151), 'mask_scale': 1}",127
128,75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.02202020202020202), 'sift_edgeThreshold': np.float64(5.303030303030303), 'sift_sigma': np.float64(0.41212121212121217), 'min_match_count': 48, 'good_matches_threshold': np.float64(0.8636363636363636), 'mask_scale': 1}",128
129,75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.04141414141414141), 'sift_edgeThreshold': np.float64(10.858585858585858), 'sift_sigma': np.float64(0.4767676767676768), 'min_match_count': 41, 'good_matches_threshold': np.float64(0.6636363636363636), 'mask_scale': 1}",129
131,75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.026060606060606062), 'sift_edgeThreshold': np.float64(8.636363636363637), 'sift_sigma': np.float64(0.6828282828282828), 'min_match_count': 42, 'good_matches_threshold': np.float64(0.7212121212121212), 'mask_scale': 1}",131
120,75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.04262626262626262), 'sift_edgeThreshold': np.float64(5.0), 'sift_sigma': np.float64(0.6141414141414141), 'min_match_count': 42, 'good_matches_threshold': np.float64(0.7272727272727273), 'mask_scale': 1}",120
132,75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.04707070707070707), 'sift_edgeThreshold': np.float64(14.09090909090909), 'sift_sigma': np.float64(0.4727272727272728), 'min_match_count': 40, 'good_matches_threshold': np.float64(0.6242424242424243), 'mask_scale': 1}",132
133,75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.04222222222222222), 'sift_edgeThreshold': np.float64(5.909090909090909), 'sift_sigma': np.float64(0.7636363636363637), 'min_match_count': 43, 'good_matches_threshold': np.float64(0.8696969696969696), 'mask_scale': 1}",133
134,75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.03535353535353535), 'sift_edgeThreshold': np.float64(12.272727272727273), 'sift_sigma': np.float64(0.6828282828282828), 'min_match_count': 41, 'good_matches_threshold': np.float64(0.8666666666666667), 'mask_scale': 1}",134
15,75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.038585858585858585), 'sift_edgeThreshold': np.float64(8.131313131313131), 'sift_sigma': np.float64(0.7595959595959596), 'min_match_count': 41, 'good_matches_threshold': np.float64(0.896969696969697), 'mask_scale': 1}",15
12,75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.032525252525252527), 'sift_edgeThreshold': np.float64(7.424242424242424), 'sift_sigma': np.float64(0.4444444444444445), 'min_match_count': 59, 'good_matches_threshold': np.float64(0.8666666666666667), 'mask_scale': 1}",12
137,75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.0301010101010101), 'sift_edgeThreshold': np.float64(9.545454545454545), 'sift_sigma': np.float64(0.6101010101010101), 'min_match_count': 59, 'good_matches_threshold': np.float64(0.7515151515151515), 'mask_scale': 1}",137
138,75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.04141414141414141), 'sift_edgeThreshold': np.float64(9.040404040404042), 'sift_sigma': np.float64(0.42020202020202024), 'min_match_count': 59, 'good_matches_threshold': np.float64(0.8424242424242424), 'mask_scale': 1}",138
139,75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.023232323232323233), 'sift_edgeThreshold': np.float64(5.303030303030303), 'sift_sigma': np.float64(0.6101010101010101), 'min_match_count': 55, 'good_matches_threshold': np.float64(0.6666666666666666), 'mask_scale': 1}",139
121,75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.0507070707070707), 'sift_edgeThreshold': np.float64(13.080808080808081), 'sift_sigma': np.float64(0.6181818181818182), 'min_match_count': 50, 'good_matches_threshold': np.float64(0.7181818181818181), 'mask_scale': 1}",121
49,75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.043434343434343436), 'sift_edgeThreshold': np.float64(12.070707070707071), 'sift_sigma': np.float64(0.5292929292929294), 'min_match_count': 52, 'good_matches_threshold': np.float64(0.8363636363636364), 'mask_scale': 1}",49
119,75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.049494949494949494), 'sift_edgeThreshold': np.float64(7.626262626262626), 'sift_sigma': np.float64(0.5979797979797981), 'min_match_count': 58, 'good_matches_threshold': np.float64(0.6303030303030303), 'mask_scale': 1}",119
104,75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.02202020202020202), 'sift_edgeThreshold': np.float64(10.757575757575758), 'sift_sigma': np.float64(0.6545454545454545), 'min_match_count': 54, 'good_matches_threshold': np.float64(0.8727272727272728), 'mask_scale': 1}",104
106,75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.023232323232323233), 'sift_edgeThreshold': np.float64(13.98989898989899), 'sift_sigma': np.float64(0.6787878787878788), 'min_match_count': 55, 'good_matches_threshold': np.float64(0.8696969696969696), 'mask_scale': 1}",106
107,75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.022424242424242423), 'sift_edgeThreshold': np.float64(5.808080808080808), 'sift_sigma': np.float64(0.6383838383838384), 'min_match_count': 49, 'good_matches_threshold': np.float64(0.8787878787878788), 'mask_scale': 1}",107
105,75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.04707070707070707), 'sift_edgeThreshold': np.float64(9.545454545454545), 'sift_sigma': np.float64(0.6101010101010101), 'min_match_count': 48, 'good_matches_threshold': np.float64(0.8181818181818181), 'mask_scale': 1}",105
118,75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.02484848484848485), 'sift_edgeThreshold': np.float64(12.070707070707071), 'sift_sigma': np.float64(0.593939393939394), 'min_match_count': 53, 'good_matches_threshold': np.float64(0.7121212121212122), 'mask_scale': 1}",118
109,75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.046262626262626255), 'sift_edgeThreshold': np.float64(9.747474747474747), 'sift_sigma': np.float64(0.698989898989899), 'min_match_count': 56, 'good_matches_threshold': np.float64(0.6787878787878787), 'mask_scale': 1}",109
110,75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.03898989898989899), 'sift_edgeThreshold': np.float64(14.393939393939394), 'sift_sigma': np.float64(0.42020202020202024), 'min_match_count': 46, 'good_matches_threshold': np.float64(0.896969696969697), 'mask_scale': 1}",110
112,75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.047474747474747475), 'sift_edgeThreshold': np.float64(12.070707070707071), 'sift_sigma': np.float64(0.7474747474747475), 'min_match_count': 59, 'good_matches_threshold': np.float64(0.7575757575757576), 'mask_scale': 1}",112
30,75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.030909090909090907), 'sift_edgeThreshold': np.float64(5.404040404040404), 'sift_sigma': np.float64(0.7313131313131314), 'min_match_count': 43, 'good_matches_threshold': np.float64(0.8393939393939394), 'mask_scale': 1}",30
26,75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.03898989898989899), 'sift_edgeThreshold': np.float64(10.555555555555555), 'sift_sigma': np.float64(0.6868686868686869), 'min_match_count': 59, 'good_matches_threshold': np.float64(0.6151515151515151), 'mask_scale': 1}",26
114,75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.05353535353535353), 'sift_edgeThreshold': np.float64(13.88888888888889), 'sift_sigma': np.float64(0.6222222222222222), 'min_match_count': 50, 'good_matches_threshold': np.float64(0.8787878787878788), 'mask_scale': 1}",114
115,75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.04303030303030303), 'sift_edgeThreshold': np.float64(10.353535353535353), 'sift_sigma': np.float64(0.48484848484848486), 'min_match_count': 42, 'good_matches_threshold': np.float64(0.7333333333333334), 'mask_scale': 1}",115
103,75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.04262626262626262), 'sift_edgeThreshold': np.float64(6.313131313131313), 'sift_sigma': np.float64(0.5050505050505051), 'min_match_count': 42, 'good_matches_threshold': np.float64(0.609090909090909), 'mask_scale': 1}",103
117,75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.031313131313131314), 'sift_edgeThreshold': np.float64(12.878787878787879), 'sift_sigma': np.float64(0.7313131313131314), 'min_match_count': 53, 'good_matches_threshold': np.float64(0.7393939393939394), 'mask_scale': 1}",117
24,75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.04222222222222222), 'sift_edgeThreshold': np.float64(11.363636363636363), 'sift_sigma': np.float64(0.5292929292929294), 'min_match_count': 52, 'good_matches_threshold': np.float64(0.8696969696969696), 'mask_scale': 1}",24
31,75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.03171717171717171), 'sift_edgeThreshold': np.float64(12.575757575757574), 'sift_sigma': np.float64(0.6181818181818182), 'min_match_count': 45, 'good_matches_threshold': np.float64(0.893939393939394), 'mask_scale': 1}",31
248,50,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.059191919191919184), 'sift_edgeThreshold': np.float64(6.01010101010101), 'sift_sigma': np.float64(0.4282828282828283), 'min_match_count': 46, 'good_matches_threshold': np.float64(0.796969696969697), 'mask_scale': 1}",248
6,50,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.05595959595959596), 'sift_edgeThreshold': np.float64(13.383838383838384), 'sift_sigma': np.float64(0.6181818181818182), 'min_match_count': 48, 'good_matches_threshold': np.float64(0.7696969696969698), 'mask_scale': 1}",6
293,50,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.053131313131313126), 'sift_edgeThreshold': np.float64(5.404040404040404), 'sift_sigma': np.float64(0.42424242424242425), 'min_match_count': 55, 'good_matches_threshold': np.float64(0.8121212121212121), 'mask_scale': 1}",293
46,50,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.044242424242424236), 'sift_edgeThreshold': np.float64(12.070707070707071), 'sift_sigma': np.float64(0.4686868686868687), 'min_match_count': 58, 'good_matches_threshold': np.float64(0.793939393939394), 'mask_scale': 1}",46
5,50,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.05272727272727272), 'sift_edgeThreshold': np.float64(11.06060606060606), 'sift_sigma': np.float64(0.7313131313131314), 'min_match_count': 47, 'good_matches_threshold': np.float64(0.7757575757575758), 'mask_scale': 1}",5
18,50,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.02727272727272727), 'sift_edgeThreshold': np.float64(9.141414141414142), 'sift_sigma': np.float64(0.5050505050505051), 'min_match_count': 53, 'good_matches_threshold': np.float64(0.7515151515151515), 'mask_scale': 1}",18
249,50,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.021616161616161617), 'sift_edgeThreshold': np.float64(9.94949494949495), 'sift_sigma': np.float64(0.4), 'min_match_count': 41, 'good_matches_threshold': np.float64(0.7363636363636363), 'mask_scale': 1}",249
270,50,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.032525252525252527), 'sift_edgeThreshold': np.float64(7.020202020202021), 'sift_sigma': np.float64(0.6181818181818182), 'min_match_count': 55, 'good_matches_threshold': np.float64(0.7757575757575758), 'mask_scale': 1}",270
28,50,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.03979797979797979), 'sift_edgeThreshold': np.float64(9.646464646464647), 'sift_sigma': np.float64(0.48888888888888893), 'min_match_count': 59, 'good_matches_threshold': np.float64(0.8393939393939394), 'mask_scale': 1}",28
253,50,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.038585858585858585), 'sift_edgeThreshold': np.float64(7.020202020202021), 'sift_sigma': np.float64(0.7717171717171718), 'min_match_count': 48, 'good_matches_threshold': np.float64(0.806060606060606), 'mask_scale': 1}",253
254,50,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.059191919191919184), 'sift_edgeThreshold': np.float64(5.303030303030303), 'sift_sigma': np.float64(0.6141414141414141), 'min_match_count': 46, 'good_matches_threshold': np.float64(0.793939393939394), 'mask_scale': 1}",254
255,50,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.04868686868686868), 'sift_edgeThreshold': np.float64(10.151515151515152), 'sift_sigma': np.float64(0.4808080808080808), 'min_match_count': 51, 'good_matches_threshold': np.float64(0.793939393939394), 'mask_scale': 1}",255
256,50,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.03777777777777777), 'sift_edgeThreshold': np.float64(8.737373737373737), 'sift_sigma': np.float64(0.7151515151515151), 'min_match_count': 50, 'good_matches_threshold': np.float64(0.7454545454545455), 'mask_scale': 1}",256
25,50,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.04868686868686868), 'sift_edgeThreshold': np.float64(10.656565656565657), 'sift_sigma': np.float64(0.6868686868686869), 'min_match_count': 50, 'good_matches_threshold': np.float64(0.8), 'mask_scale': 1}",25
41,50,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.038585858585858585), 'sift_edgeThreshold': np.float64(5.0), 'sift_sigma': np.float64(0.6141414141414141), 'min_match_count': 55, 'good_matches_threshold': np.float64(0.7848484848484849), 'mask_scale': 1}",41
32,50,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.03818181818181818), 'sift_edgeThreshold': np.float64(6.818181818181818), 'sift_sigma': np.float64(0.5656565656565657), 'min_match_count': 53, 'good_matches_threshold': np.float64(0.7878787878787878), 'mask_scale': 1}",32
71,50,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.028484848484848484), 'sift_edgeThreshold': np.float64(14.797979797979798), 'sift_sigma': np.float64(0.5212121212121212), 'min_match_count': 56, 'good_matches_threshold': np.float64(0.7606060606060606), 'mask_scale': 1}",71
150,50,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.043838383838383836), 'sift_edgeThreshold': np.float64(7.020202020202021), 'sift_sigma': np.float64(0.7393939393939395), 'min_match_count': 56, 'good_matches_threshold': np.float64(0.7727272727272727), 'mask_scale': 1}",150
94,50,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.03777777777777777), 'sift_edgeThreshold': np.float64(8.737373737373737), 'sift_sigma': np.float64(0.602020202020202), 'min_match_count': 43, 'good_matches_threshold': np.float64(0.7606060606060606), 'mask_scale': 1}",94
98,50,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.05393939393939394), 'sift_edgeThreshold': np.float64(5.707070707070707), 'sift_sigma': np.float64(0.694949494949495), 'min_match_count': 42, 'good_matches_threshold': np.float64(0.7848484848484849), 'mask_scale': 1}",98
99,50,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.030505050505050504), 'sift_edgeThreshold': np.float64(9.444444444444445), 'sift_sigma': np.float64(0.6666666666666667), 'min_match_count': 55, 'good_matches_threshold': np.float64(0.7848484848484849), 'mask_scale': 1}",99
102,50,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.03939393939393939), 'sift_edgeThreshold': np.float64(8.232323232323232), 'sift_sigma': np.float64(0.7030303030303031), 'min_match_count': 45, 'good_matches_threshold': np.float64(0.7666666666666666), 'mask_scale': 1}",102
182,50,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.0402020202020202), 'sift_edgeThreshold': np.float64(8.434343434343434), 'sift_sigma': np.float64(0.6141414141414141), 'min_match_count': 57, 'good_matches_threshold': np.float64(0.7787878787878788), 'mask_scale': 1}",182
181,50,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.031313131313131314), 'sift_edgeThreshold': np.float64(8.93939393939394), 'sift_sigma': np.float64(0.7111111111111111), 'min_match_count': 53, 'good_matches_threshold': np.float64(0.7424242424242424), 'mask_scale': 1}",181
