score,params,iteration
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.049494949494949494), 'sift_edgeThreshold': np.float64(13.383838383838384), 'sift_sigma': np.float64(0.6464646464646465), 'min_match_count': 56, 'good_matches_threshold': np.float64(0.8363636363636364), 'mask_scale': 1}",76
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.045858585858585856), 'sift_edgeThreshold': np.float64(12.777777777777779), 'sift_sigma': np.float64(0.5333333333333333), 'min_match_count': 55, 'good_matches_threshold': np.float64(0.7333333333333334), 'mask_scale': 1}",75
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.057171717171717165), 'sift_edgeThreshold': np.float64(6.01010101010101), 'sift_sigma': np.float64(0.4282828282828283), 'min_match_count': 45, 'good_matches_threshold': np.float64(0.8424242424242424), 'mask_scale': 1}",61
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.03171717171717171), 'sift_edgeThreshold': np.float64(9.94949494949495), 'sift_sigma': np.float64(0.5777777777777778), 'min_match_count': 55, 'good_matches_threshold': np.float64(0.893939393939394), 'mask_scale': 1}",60
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.025252525252525252), 'sift_edgeThreshold': np.float64(6.919191919191919), 'sift_sigma': np.float64(0.501010101010101), 'min_match_count': 45, 'good_matches_threshold': np.float64(0.7212121212121212), 'mask_scale': 1}",51
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.022424242424242423), 'sift_edgeThreshold': np.float64(7.929292929292929), 'sift_sigma': np.float64(0.496969696969697), 'min_match_count': 40, 'good_matches_threshold': np.float64(0.8424242424242424), 'mask_scale': 1}",57
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.04666666666666666), 'sift_edgeThreshold': np.float64(12.676767676767676), 'sift_sigma': np.float64(0.7151515151515151), 'min_match_count': 49, 'good_matches_threshold': np.float64(0.6121212121212121), 'mask_scale': 1}",72
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.02808080808080808), 'sift_edgeThreshold': np.float64(8.131313131313131), 'sift_sigma': np.float64(0.4363636363636364), 'min_match_count': 45, 'good_matches_threshold': np.float64(0.8727272727272728), 'mask_scale': 1}",69
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.02282828282828283), 'sift_edgeThreshold': np.float64(13.585858585858587), 'sift_sigma': np.float64(0.5131313131313131), 'min_match_count': 41, 'good_matches_threshold': np.float64(0.803030303030303), 'mask_scale': 1}",68
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.03212121212121212), 'sift_edgeThreshold': np.float64(6.717171717171717), 'sift_sigma': np.float64(0.5252525252525253), 'min_match_count': 45, 'good_matches_threshold': np.float64(0.8545454545454545), 'mask_scale': 1}",67
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.021616161616161617), 'sift_edgeThreshold': np.float64(7.3232323232323235), 'sift_sigma': np.float64(0.7515151515151515), 'min_match_count': 50, 'good_matches_threshold': np.float64(0.806060606060606), 'mask_scale': 1}",107
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.051515151515151514), 'sift_edgeThreshold': np.float64(10.05050505050505), 'sift_sigma': np.float64(0.46060606060606063), 'min_match_count': 44, 'good_matches_threshold': np.float64(0.6666666666666666), 'mask_scale': 1}",105
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.05232323232323231), 'sift_edgeThreshold': np.float64(14.292929292929292), 'sift_sigma': np.float64(0.6545454545454545), 'min_match_count': 58, 'good_matches_threshold': np.float64(0.696969696969697), 'mask_scale': 1}",56
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.04303030303030303), 'sift_edgeThreshold': np.float64(11.868686868686869), 'sift_sigma': np.float64(0.7555555555555555), 'min_match_count': 50, 'good_matches_threshold': np.float64(0.6272727272727272), 'mask_scale': 1}",54
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.028888888888888888), 'sift_edgeThreshold': np.float64(13.88888888888889), 'sift_sigma': np.float64(0.42424242424242425), 'min_match_count': 50, 'good_matches_threshold': np.float64(0.6515151515151515), 'mask_scale': 1}",58
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.04666666666666666), 'sift_edgeThreshold': np.float64(7.828282828282829), 'sift_sigma': np.float64(0.7393939393939395), 'min_match_count': 57, 'good_matches_threshold': np.float64(0.6696969696969697), 'mask_scale': 1}",310
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.03333333333333333), 'sift_edgeThreshold': np.float64(8.333333333333334), 'sift_sigma': np.float64(0.7434343434343434), 'min_match_count': 59, 'good_matches_threshold': np.float64(0.6), 'mask_scale': 1}",309
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.02282828282828283), 'sift_edgeThreshold': np.float64(7.222222222222222), 'sift_sigma': np.float64(0.49292929292929294), 'min_match_count': 51, 'good_matches_threshold': np.float64(0.8393939393939394), 'mask_scale': 1}",308
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.049494949494949494), 'sift_edgeThreshold': np.float64(9.242424242424242), 'sift_sigma': np.float64(0.7353535353535354), 'min_match_count': 42, 'good_matches_threshold': np.float64(0.6151515151515151), 'mask_scale': 1}",307
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.021616161616161617), 'sift_edgeThreshold': np.float64(11.565656565656566), 'sift_sigma': np.float64(0.795959595959596), 'min_match_count': 43, 'good_matches_threshold': np.float64(0.8636363636363636), 'mask_scale': 1}",333
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.02282828282828283), 'sift_edgeThreshold': np.float64(6.313131313131313), 'sift_sigma': np.float64(0.6383838383838384), 'min_match_count': 52, 'good_matches_threshold': np.float64(0.7090909090909091), 'mask_scale': 1}",368
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.046262626262626255), 'sift_edgeThreshold': np.float64(11.868686868686869), 'sift_sigma': np.float64(0.5696969696969697), 'min_match_count': 51, 'good_matches_threshold': np.float64(0.6636363636363636), 'mask_scale': 1}",347
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.03818181818181818), 'sift_edgeThreshold': np.float64(10.353535353535353), 'sift_sigma': np.float64(0.698989898989899), 'min_match_count': 57, 'good_matches_threshold': np.float64(0.6818181818181818), 'mask_scale': 1}",74
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.029696969696969694), 'sift_edgeThreshold': np.float64(11.161616161616163), 'sift_sigma': np.float64(0.4404040404040404), 'min_match_count': 46, 'good_matches_threshold': np.float64(0.7151515151515151), 'mask_scale': 1}",370
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.036565656565656565), 'sift_edgeThreshold': np.float64(6.111111111111111), 'sift_sigma': np.float64(0.7838383838383838), 'min_match_count': 57, 'good_matches_threshold': np.float64(0.7181818181818181), 'mask_scale': 1}",371
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.03939393939393939), 'sift_edgeThreshold': np.float64(12.575757575757574), 'sift_sigma': np.float64(0.7030303030303031), 'min_match_count': 40, 'good_matches_threshold': np.float64(0.9), 'mask_scale': 1}",372
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.03898989898989899), 'sift_edgeThreshold': np.float64(13.484848484848484), 'sift_sigma': np.float64(0.49292929292929294), 'min_match_count': 42, 'good_matches_threshold': np.float64(0.703030303030303), 'mask_scale': 1}",373
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.022424242424242423), 'sift_edgeThreshold': np.float64(6.313131313131313), 'sift_sigma': np.float64(0.7555555555555555), 'min_match_count': 40, 'good_matches_threshold': np.float64(0.603030303030303), 'mask_scale': 1}",374
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.040606060606060604), 'sift_edgeThreshold': np.float64(9.646464646464647), 'sift_sigma': np.float64(0.4565656565656566), 'min_match_count': 55, 'good_matches_threshold': np.float64(0.8484848484848485), 'mask_scale': 1}",375
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.0402020202020202), 'sift_edgeThreshold': np.float64(8.838383838383837), 'sift_sigma': np.float64(0.6262626262626263), 'min_match_count': 54, 'good_matches_threshold': np.float64(0.8787878787878788), 'mask_scale': 1}",7
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.02484848484848485), 'sift_edgeThreshold': np.float64(7.929292929292929), 'sift_sigma': np.float64(0.4767676767676768), 'min_match_count': 44, 'good_matches_threshold': np.float64(0.9), 'mask_scale': 1}",6
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.05595959595959596), 'sift_edgeThreshold': np.float64(8.93939393939394), 'sift_sigma': np.float64(0.5656565656565657), 'min_match_count': 48, 'good_matches_threshold': np.float64(0.8575757575757577), 'mask_scale': 1}",376
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.020404040404040404), 'sift_edgeThreshold': np.float64(9.94949494949495), 'sift_sigma': np.float64(0.4404040404040404), 'min_match_count': 41, 'good_matches_threshold': np.float64(0.8424242424242424), 'mask_scale': 1}",377
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.049494949494949494), 'sift_edgeThreshold': np.float64(9.141414141414142), 'sift_sigma': np.float64(0.6505050505050505), 'min_match_count': 49, 'good_matches_threshold': np.float64(0.603030303030303), 'mask_scale': 1}",262
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.05191919191919192), 'sift_edgeThreshold': np.float64(6.414141414141414), 'sift_sigma': np.float64(0.7030303030303031), 'min_match_count': 41, 'good_matches_threshold': np.float64(0.8878787878787879), 'mask_scale': 1}",325
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.03979797979797979), 'sift_edgeThreshold': np.float64(9.444444444444445), 'sift_sigma': np.float64(0.4161616161616162), 'min_match_count': 53, 'good_matches_threshold': np.float64(0.609090909090909), 'mask_scale': 1}",324
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.049494949494949494), 'sift_edgeThreshold': np.float64(11.666666666666668), 'sift_sigma': np.float64(0.6343434343434344), 'min_match_count': 49, 'good_matches_threshold': np.float64(0.8393939393939394), 'mask_scale': 1}",323
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.036565656565656565), 'sift_edgeThreshold': np.float64(8.030303030303031), 'sift_sigma': np.float64(0.4040404040404041), 'min_match_count': 42, 'good_matches_threshold': np.float64(0.8212121212121213), 'mask_scale': 1}",322
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.020404040404040404), 'sift_edgeThreshold': np.float64(8.737373737373737), 'sift_sigma': np.float64(0.6222222222222222), 'min_match_count': 57, 'good_matches_threshold': np.float64(0.7151515151515151), 'mask_scale': 1}",321
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.02), 'sift_edgeThreshold': np.float64(7.525252525252525), 'sift_sigma': np.float64(0.5737373737373738), 'min_match_count': 55, 'good_matches_threshold': np.float64(0.8121212121212121), 'mask_scale': 1}",336
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.057171717171717165), 'sift_edgeThreshold': np.float64(13.585858585858587), 'sift_sigma': np.float64(0.6868686868686869), 'min_match_count': 47, 'good_matches_threshold': np.float64(0.609090909090909), 'mask_scale': 1}",335
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.0402020202020202), 'sift_edgeThreshold': np.float64(10.858585858585858), 'sift_sigma': np.float64(0.7353535353535354), 'min_match_count': 55, 'good_matches_threshold': np.float64(0.7575757575757576), 'mask_scale': 1}",334
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.05676767676767676), 'sift_edgeThreshold': np.float64(5.101010101010101), 'sift_sigma': np.float64(0.43232323232323233), 'min_match_count': 51, 'good_matches_threshold': np.float64(0.8636363636363636), 'mask_scale': 1}",312
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.057171717171717165), 'sift_edgeThreshold': np.float64(6.919191919191919), 'sift_sigma': np.float64(0.7393939393939395), 'min_match_count': 54, 'good_matches_threshold': np.float64(0.8848484848484849), 'mask_scale': 1}",320
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.05191919191919192), 'sift_edgeThreshold': np.float64(15.0), 'sift_sigma': np.float64(0.6868686868686869), 'min_match_count': 44, 'good_matches_threshold': np.float64(0.8727272727272728), 'mask_scale': 1}",319
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.05555555555555555), 'sift_edgeThreshold': np.float64(5.606060606060606), 'sift_sigma': np.float64(0.7232323232323232), 'min_match_count': 40, 'good_matches_threshold': np.float64(0.6393939393939394), 'mask_scale': 1}",318
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.02282828282828283), 'sift_edgeThreshold': np.float64(12.474747474747474), 'sift_sigma': np.float64(0.5737373737373738), 'min_match_count': 44, 'good_matches_threshold': np.float64(0.8787878787878788), 'mask_scale': 1}",317
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.029292929292929294), 'sift_edgeThreshold': np.float64(11.767676767676768), 'sift_sigma': np.float64(0.46464646464646464), 'min_match_count': 56, 'good_matches_threshold': np.float64(0.8424242424242424), 'mask_scale': 1}",313
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.05434343434343433), 'sift_edgeThreshold': np.float64(14.191919191919192), 'sift_sigma': np.float64(0.4444444444444445), 'min_match_count': 53, 'good_matches_threshold': np.float64(0.7090909090909091), 'mask_scale': 1}",328
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.043838383838383836), 'sift_edgeThreshold': np.float64(15.0), 'sift_sigma': np.float64(0.7030303030303031), 'min_match_count': 48, 'good_matches_threshold': np.float64(0.6303030303030303), 'mask_scale': 1}",326
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.03535353535353535), 'sift_edgeThreshold': np.float64(8.333333333333334), 'sift_sigma': np.float64(0.7232323232323232), 'min_match_count': 42, 'good_matches_threshold': np.float64(0.6060606060606061), 'mask_scale': 1}",379
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.028484848484848484), 'sift_edgeThreshold': np.float64(10.05050505050505), 'sift_sigma': np.float64(0.5494949494949495), 'min_match_count': 51, 'good_matches_threshold': np.float64(0.6757575757575758), 'mask_scale': 1}",73
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.03373737373737373), 'sift_edgeThreshold': np.float64(12.575757575757574), 'sift_sigma': np.float64(0.7313131313131314), 'min_match_count': 57, 'good_matches_threshold': np.float64(0.8727272727272728), 'mask_scale': 1}",306
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.048282828282828275), 'sift_edgeThreshold': np.float64(12.97979797979798), 'sift_sigma': np.float64(0.5696969696969697), 'min_match_count': 41, 'good_matches_threshold': np.float64(0.6242424242424243), 'mask_scale': 1}",120
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.049898989898989894), 'sift_edgeThreshold': np.float64(12.373737373737374), 'sift_sigma': np.float64(0.4686868686868687), 'min_match_count': 59, 'good_matches_threshold': np.float64(0.6818181818181818), 'mask_scale': 1}",119
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.05393939393939394), 'sift_edgeThreshold': np.float64(11.262626262626263), 'sift_sigma': np.float64(0.7676767676767677), 'min_match_count': 53, 'good_matches_threshold': np.float64(0.7606060606060606), 'mask_scale': 1}",118
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.05878787878787878), 'sift_edgeThreshold': np.float64(5.707070707070707), 'sift_sigma': np.float64(0.7232323232323232), 'min_match_count': 54, 'good_matches_threshold': np.float64(0.6454545454545454), 'mask_scale': 1}",117
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.03212121212121212), 'sift_edgeThreshold': np.float64(8.535353535353536), 'sift_sigma': np.float64(0.5898989898989899), 'min_match_count': 54, 'good_matches_threshold': np.float64(0.8212121212121213), 'mask_scale': 1}",116
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.056363636363636366), 'sift_edgeThreshold': np.float64(14.8989898989899), 'sift_sigma': np.float64(0.7111111111111111), 'min_match_count': 45, 'good_matches_threshold': np.float64(0.803030303030303), 'mask_scale': 1}",115
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.058383838383838385), 'sift_edgeThreshold': np.float64(13.383838383838384), 'sift_sigma': np.float64(0.4727272727272728), 'min_match_count': 49, 'good_matches_threshold': np.float64(0.6363636363636364), 'mask_scale': 1}",114
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.03696969696969697), 'sift_edgeThreshold': np.float64(12.676767676767676), 'sift_sigma': np.float64(0.5252525252525253), 'min_match_count': 51, 'good_matches_threshold': np.float64(0.6878787878787879), 'mask_scale': 1}",162
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.043838383838383836), 'sift_edgeThreshold': np.float64(9.444444444444445), 'sift_sigma': np.float64(0.6222222222222222), 'min_match_count': 44, 'good_matches_threshold': np.float64(0.6909090909090909), 'mask_scale': 1}",65
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.020808080808080807), 'sift_edgeThreshold': np.float64(14.797979797979798), 'sift_sigma': np.float64(0.4808080808080808), 'min_match_count': 41, 'good_matches_threshold': np.float64(0.8090909090909091), 'mask_scale': 1}",175
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.020808080808080807), 'sift_edgeThreshold': np.float64(7.828282828282829), 'sift_sigma': np.float64(0.5252525252525253), 'min_match_count': 44, 'good_matches_threshold': np.float64(0.6696969696969697), 'mask_scale': 1}",173
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.029292929292929294), 'sift_edgeThreshold': np.float64(13.383838383838384), 'sift_sigma': np.float64(0.5212121212121212), 'min_match_count': 55, 'good_matches_threshold': np.float64(0.8878787878787879), 'mask_scale': 1}",172
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.0402020202020202), 'sift_edgeThreshold': np.float64(11.06060606060606), 'sift_sigma': np.float64(0.593939393939394), 'min_match_count': 53, 'good_matches_threshold': np.float64(0.7212121212121212), 'mask_scale': 1}",171
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.047878787878787875), 'sift_edgeThreshold': np.float64(6.919191919191919), 'sift_sigma': np.float64(0.5050505050505051), 'min_match_count': 44, 'good_matches_threshold': np.float64(0.8333333333333334), 'mask_scale': 1}",170
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.025252525252525252), 'sift_edgeThreshold': np.float64(13.98989898989899), 'sift_sigma': np.float64(0.6666666666666667), 'min_match_count': 55, 'good_matches_threshold': np.float64(0.6), 'mask_scale': 1}",154
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.03818181818181818), 'sift_edgeThreshold': np.float64(6.818181818181818), 'sift_sigma': np.float64(0.7676767676767677), 'min_match_count': 46, 'good_matches_threshold': np.float64(0.8696969696969696), 'mask_scale': 1}",153
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.04909090909090909), 'sift_edgeThreshold': np.float64(9.646464646464647), 'sift_sigma': np.float64(0.4565656565656566), 'min_match_count': 41, 'good_matches_threshold': np.float64(0.6787878787878787), 'mask_scale': 1}",168
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.028484848484848484), 'sift_edgeThreshold': np.float64(10.05050505050505), 'sift_sigma': np.float64(0.7676767676767677), 'min_match_count': 43, 'good_matches_threshold': np.float64(0.8303030303030303), 'mask_scale': 1}",161
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.0503030303030303), 'sift_edgeThreshold': np.float64(9.444444444444445), 'sift_sigma': np.float64(0.5252525252525253), 'min_match_count': 48, 'good_matches_threshold': np.float64(0.703030303030303), 'mask_scale': 1}",195
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.022424242424242423), 'sift_edgeThreshold': np.float64(12.171717171717171), 'sift_sigma': np.float64(0.795959595959596), 'min_match_count': 51, 'good_matches_threshold': np.float64(0.8393939393939394), 'mask_scale': 1}",378
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.05757575757575757), 'sift_edgeThreshold': np.float64(5.0), 'sift_sigma': np.float64(0.6828282828282828), 'min_match_count': 56, 'good_matches_threshold': np.float64(0.6515151515151515), 'mask_scale': 1}",179
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.03575757575757575), 'sift_edgeThreshold': np.float64(5.707070707070707), 'sift_sigma': np.float64(0.4767676767676768), 'min_match_count': 58, 'good_matches_threshold': np.float64(0.8454545454545455), 'mask_scale': 1}",178
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.05878787878787878), 'sift_edgeThreshold': np.float64(8.93939393939394), 'sift_sigma': np.float64(0.7757575757575758), 'min_match_count': 42, 'good_matches_threshold': np.float64(0.8515151515151516), 'mask_scale': 1}",177
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.047474747474747475), 'sift_edgeThreshold': np.float64(14.09090909090909), 'sift_sigma': np.float64(0.5535353535353535), 'min_match_count': 53, 'good_matches_threshold': np.float64(0.7242424242424242), 'mask_scale': 1}",192
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.056363636363636366), 'sift_edgeThreshold': np.float64(6.616161616161616), 'sift_sigma': np.float64(0.45252525252525255), 'min_match_count': 54, 'good_matches_threshold': np.float64(0.6121212121212121), 'mask_scale': 1}",190
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.036565656565656565), 'sift_edgeThreshold': np.float64(12.878787878787879), 'sift_sigma': np.float64(0.7636363636363637), 'min_match_count': 57, 'good_matches_threshold': np.float64(0.6515151515151515), 'mask_scale': 1}",189
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.05676767676767676), 'sift_edgeThreshold': np.float64(12.070707070707071), 'sift_sigma': np.float64(0.5373737373737374), 'min_match_count': 59, 'good_matches_threshold': np.float64(0.893939393939394), 'mask_scale': 1}",169
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.03575757575757575), 'sift_edgeThreshold': np.float64(10.959595959595958), 'sift_sigma': np.float64(0.7313131313131314), 'min_match_count': 46, 'good_matches_threshold': np.float64(0.6636363636363636), 'mask_scale': 1}",187
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.03696969696969697), 'sift_edgeThreshold': np.float64(14.797979797979798), 'sift_sigma': np.float64(0.7393939393939395), 'min_match_count': 40, 'good_matches_threshold': np.float64(0.8515151515151516), 'mask_scale': 1}",113
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.03898989898989899), 'sift_edgeThreshold': np.float64(13.686868686868687), 'sift_sigma': np.float64(0.6060606060606061), 'min_match_count': 45, 'good_matches_threshold': np.float64(0.6787878787878787), 'mask_scale': 1}",128
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.03333333333333333), 'sift_edgeThreshold': np.float64(13.98989898989899), 'sift_sigma': np.float64(0.698989898989899), 'min_match_count': 54, 'good_matches_threshold': np.float64(0.6303030303030303), 'mask_scale': 1}",126
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.036565656565656565), 'sift_edgeThreshold': np.float64(12.272727272727273), 'sift_sigma': np.float64(0.7111111111111111), 'min_match_count': 46, 'good_matches_threshold': np.float64(0.6545454545454545), 'mask_scale': 1}",125
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.025656565656565655), 'sift_edgeThreshold': np.float64(12.070707070707071), 'sift_sigma': np.float64(0.5454545454545454), 'min_match_count': 55, 'good_matches_threshold': np.float64(0.8727272727272728), 'mask_scale': 1}",124
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.03898989898989899), 'sift_edgeThreshold': np.float64(9.242424242424242), 'sift_sigma': np.float64(0.5494949494949495), 'min_match_count': 41, 'good_matches_threshold': np.float64(0.6060606060606061), 'mask_scale': 1}",123
