score,params,iteration
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.027676767676767675), 'sift_edgeThreshold': np.float64(13.484848484848484), 'sift_sigma': np.float64(0.5898989898989899), 'min_match_count': 45, 'good_matches_threshold': np.float64(0.6484848484848484), 'mask_scale': 1}",39
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.03898989898989899), 'sift_edgeThreshold': np.float64(5.808080808080808), 'sift_sigma': np.float64(0.5535353535353535), 'min_match_count': 59, 'good_matches_threshold': np.float64(0.8515151515151516), 'mask_scale': 1}",37
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.04141414141414141), 'sift_edgeThreshold': np.float64(13.484848484848484), 'sift_sigma': np.float64(0.5414141414141415), 'min_match_count': 46, 'good_matches_threshold': np.float64(0.796969696969697), 'mask_scale': 1}",380
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.03737373737373737), 'sift_edgeThreshold': np.float64(9.646464646464647), 'sift_sigma': np.float64(0.7515151515151515), 'min_match_count': 41, 'good_matches_threshold': np.float64(0.7212121212121212), 'mask_scale': 1}",261
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.02808080808080808), 'sift_edgeThreshold': np.float64(5.606060606060606), 'sift_sigma': np.float64(0.6424242424242425), 'min_match_count': 54, 'good_matches_threshold': np.float64(0.7484848484848485), 'mask_scale': 1}",260
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.05272727272727272), 'sift_edgeThreshold': np.float64(11.666666666666668), 'sift_sigma': np.float64(0.6181818181818182), 'min_match_count': 48, 'good_matches_threshold': np.float64(0.8151515151515152), 'mask_scale': 1}",259
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.059191919191919184), 'sift_edgeThreshold': np.float64(11.666666666666668), 'sift_sigma': np.float64(0.5333333333333333), 'min_match_count': 59, 'good_matches_threshold': np.float64(0.6575757575757576), 'mask_scale': 1}",257
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.029696969696969694), 'sift_edgeThreshold': np.float64(7.424242424242424), 'sift_sigma': np.float64(0.5575757575757576), 'min_match_count': 56, 'good_matches_threshold': np.float64(0.703030303030303), 'mask_scale': 1}",25
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.03333333333333333), 'sift_edgeThreshold': np.float64(14.09090909090909), 'sift_sigma': np.float64(0.5292929292929294), 'min_match_count': 49, 'good_matches_threshold': np.float64(0.6242424242424243), 'mask_scale': 1}",346
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.030505050505050504), 'sift_edgeThreshold': np.float64(6.616161616161616), 'sift_sigma': np.float64(0.48888888888888893), 'min_match_count': 56, 'good_matches_threshold': np.float64(0.6454545454545454), 'mask_scale': 1}",345
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.03575757575757575), 'sift_edgeThreshold': np.float64(14.595959595959595), 'sift_sigma': np.float64(0.5292929292929294), 'min_match_count': 50, 'good_matches_threshold': np.float64(0.6), 'mask_scale': 1}",360
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.04868686868686868), 'sift_edgeThreshold': np.float64(7.626262626262626), 'sift_sigma': np.float64(0.42020202020202024), 'min_match_count': 45, 'good_matches_threshold': np.float64(0.6515151515151515), 'mask_scale': 1}",357
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.04909090909090909), 'sift_edgeThreshold': np.float64(5.303030303030303), 'sift_sigma': np.float64(0.7393939393939395), 'min_match_count': 59, 'good_matches_threshold': np.float64(0.9), 'mask_scale': 1}",356
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.049898989898989894), 'sift_edgeThreshold': np.float64(10.555555555555555), 'sift_sigma': np.float64(0.6747474747474748), 'min_match_count': 52, 'good_matches_threshold': np.float64(0.6454545454545454), 'mask_scale': 1}",354
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.05757575757575757), 'sift_edgeThreshold': np.float64(13.181818181818182), 'sift_sigma': np.float64(0.7353535353535354), 'min_match_count': 54, 'good_matches_threshold': np.float64(0.8848484848484849), 'mask_scale': 1}",353
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.02808080808080808), 'sift_edgeThreshold': np.float64(7.626262626262626), 'sift_sigma': np.float64(0.6424242424242425), 'min_match_count': 47, 'good_matches_threshold': np.float64(0.7181818181818181), 'mask_scale': 1}",342
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.02484848484848485), 'sift_edgeThreshold': np.float64(11.969696969696969), 'sift_sigma': np.float64(0.5979797979797981), 'min_match_count': 43, 'good_matches_threshold': np.float64(0.703030303030303), 'mask_scale': 1}",45
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.05878787878787878), 'sift_edgeThreshold': np.float64(7.525252525252525), 'sift_sigma': np.float64(0.5737373737373738), 'min_match_count': 46, 'good_matches_threshold': np.float64(0.8393939393939394), 'mask_scale': 1}",340
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.023636363636363636), 'sift_edgeThreshold': np.float64(9.343434343434343), 'sift_sigma': np.float64(0.5818181818181818), 'min_match_count': 49, 'good_matches_threshold': np.float64(0.793939393939394), 'mask_scale': 1}",339
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.026868686868686868), 'sift_edgeThreshold': np.float64(5.202020202020202), 'sift_sigma': np.float64(0.4363636363636364), 'min_match_count': 51, 'good_matches_threshold': np.float64(0.6242424242424243), 'mask_scale': 1}",338
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.0503030303030303), 'sift_edgeThreshold': np.float64(13.98989898989899), 'sift_sigma': np.float64(0.4282828282828283), 'min_match_count': 47, 'good_matches_threshold': np.float64(0.6666666666666666), 'mask_scale': 1}",337
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.0503030303030303), 'sift_edgeThreshold': np.float64(12.777777777777779), 'sift_sigma': np.float64(0.7797979797979798), 'min_match_count': 52, 'good_matches_threshold': np.float64(0.7333333333333334), 'mask_scale': 1}",350
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.02282828282828283), 'sift_edgeThreshold': np.float64(12.575757575757574), 'sift_sigma': np.float64(0.5252525252525253), 'min_match_count': 43, 'good_matches_threshold': np.float64(0.8787878787878788), 'mask_scale': 1}",349
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.02202020202020202), 'sift_edgeThreshold': np.float64(12.272727272727273), 'sift_sigma': np.float64(0.5292929292929294), 'min_match_count': 45, 'good_matches_threshold': np.float64(0.703030303030303), 'mask_scale': 1}",35
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.025252525252525252), 'sift_edgeThreshold': np.float64(9.747474747474747), 'sift_sigma': np.float64(0.7919191919191919), 'min_match_count': 42, 'good_matches_threshold': np.float64(0.609090909090909), 'mask_scale': 1}",34
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.058383838383838385), 'sift_edgeThreshold': np.float64(6.313131313131313), 'sift_sigma': np.float64(0.7595959595959596), 'min_match_count': 59, 'good_matches_threshold': np.float64(0.9), 'mask_scale': 1}",46
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.044242424242424236), 'sift_edgeThreshold': np.float64(5.707070707070707), 'sift_sigma': np.float64(0.6141414141414141), 'min_match_count': 56, 'good_matches_threshold': np.float64(0.603030303030303), 'mask_scale': 1}",341
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.029696969696969694), 'sift_edgeThreshold': np.float64(8.333333333333334), 'sift_sigma': np.float64(0.7757575757575758), 'min_match_count': 45, 'good_matches_threshold': np.float64(0.6121212121212121), 'mask_scale': 1}",367
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.05959595959595959), 'sift_edgeThreshold': np.float64(13.282828282828282), 'sift_sigma': np.float64(0.46464646464646464), 'min_match_count': 56, 'good_matches_threshold': np.float64(0.8424242424242424), 'mask_scale': 1}",366
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.048282828282828275), 'sift_edgeThreshold': np.float64(10.252525252525253), 'sift_sigma': np.float64(0.5212121212121212), 'min_match_count': 42, 'good_matches_threshold': np.float64(0.7696969696969698), 'mask_scale': 1}",365
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.02), 'sift_edgeThreshold': np.float64(5.606060606060606), 'sift_sigma': np.float64(0.4080808080808081), 'min_match_count': 43, 'good_matches_threshold': np.float64(0.6454545454545454), 'mask_scale': 1}",364
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.02202020202020202), 'sift_edgeThreshold': np.float64(6.717171717171717), 'sift_sigma': np.float64(0.6828282828282828), 'min_match_count': 59, 'good_matches_threshold': np.float64(0.6060606060606061), 'mask_scale': 1}",363
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.0301010101010101), 'sift_edgeThreshold': np.float64(12.373737373737374), 'sift_sigma': np.float64(0.501010101010101), 'min_match_count': 45, 'good_matches_threshold': np.float64(0.7181818181818181), 'mask_scale': 1}",362
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.04868686868686868), 'sift_edgeThreshold': np.float64(11.464646464646464), 'sift_sigma': np.float64(0.5616161616161617), 'min_match_count': 42, 'good_matches_threshold': np.float64(0.6848484848484848), 'mask_scale': 1}",361
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.05959595959595959), 'sift_edgeThreshold': np.float64(9.444444444444445), 'sift_sigma': np.float64(0.7555555555555555), 'min_match_count': 54, 'good_matches_threshold': np.float64(0.6575757575757576), 'mask_scale': 1}",289
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.049898989898989894), 'sift_edgeThreshold': np.float64(5.0), 'sift_sigma': np.float64(0.4404040404040404), 'min_match_count': 53, 'good_matches_threshold': np.float64(0.7393939393939394), 'mask_scale': 1}",272
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.0503030303030303), 'sift_edgeThreshold': np.float64(14.292929292929292), 'sift_sigma': np.float64(0.7313131313131314), 'min_match_count': 52, 'good_matches_threshold': np.float64(0.7333333333333334), 'mask_scale': 1}",303
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.05797979797979798), 'sift_edgeThreshold': np.float64(9.343434343434343), 'sift_sigma': np.float64(0.5494949494949495), 'min_match_count': 50, 'good_matches_threshold': np.float64(0.7666666666666666), 'mask_scale': 1}",302
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.03818181818181818), 'sift_edgeThreshold': np.float64(12.272727272727273), 'sift_sigma': np.float64(0.6383838383838384), 'min_match_count': 52, 'good_matches_threshold': np.float64(0.803030303030303), 'mask_scale': 1}",300
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.05393939393939394), 'sift_edgeThreshold': np.float64(9.747474747474747), 'sift_sigma': np.float64(0.46060606060606063), 'min_match_count': 59, 'good_matches_threshold': np.float64(0.603030303030303), 'mask_scale': 1}",299
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.044242424242424236), 'sift_edgeThreshold': np.float64(14.595959595959595), 'sift_sigma': np.float64(0.6141414141414141), 'min_match_count': 45, 'good_matches_threshold': np.float64(0.603030303030303), 'mask_scale': 1}",298
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.03171717171717171), 'sift_edgeThreshold': np.float64(9.040404040404042), 'sift_sigma': np.float64(0.41212121212121217), 'min_match_count': 51, 'good_matches_threshold': np.float64(0.7909090909090909), 'mask_scale': 1}",297
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.05797979797979798), 'sift_edgeThreshold': np.float64(13.181818181818182), 'sift_sigma': np.float64(0.5292929292929294), 'min_match_count': 56, 'good_matches_threshold': np.float64(0.603030303030303), 'mask_scale': 1}",282
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.025252525252525252), 'sift_edgeThreshold': np.float64(12.171717171717171), 'sift_sigma': np.float64(0.5090909090909091), 'min_match_count': 45, 'good_matches_threshold': np.float64(0.6818181818181818), 'mask_scale': 1}",281
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.023232323232323233), 'sift_edgeThreshold': np.float64(13.080808080808081), 'sift_sigma': np.float64(0.6141414141414141), 'min_match_count': 42, 'good_matches_threshold': np.float64(0.8757575757575757), 'mask_scale': 1}",196
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.0402020202020202), 'sift_edgeThreshold': np.float64(14.797979797979798), 'sift_sigma': np.float64(0.4565656565656566), 'min_match_count': 42, 'good_matches_threshold': np.float64(0.6242424242424243), 'mask_scale': 1}",304
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.03171717171717171), 'sift_edgeThreshold': np.float64(7.828282828282829), 'sift_sigma': np.float64(0.4484848484848485), 'min_match_count': 46, 'good_matches_threshold': np.float64(0.806060606060606), 'mask_scale': 1}",270
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.04181818181818182), 'sift_edgeThreshold': np.float64(11.565656565656566), 'sift_sigma': np.float64(0.7353535353535354), 'min_match_count': 42, 'good_matches_threshold': np.float64(0.8424242424242424), 'mask_scale': 1}",269
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.04141414141414141), 'sift_edgeThreshold': np.float64(6.313131313131313), 'sift_sigma': np.float64(0.5212121212121212), 'min_match_count': 55, 'good_matches_threshold': np.float64(0.6515151515151515), 'mask_scale': 1}",255
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.03777777777777777), 'sift_edgeThreshold': np.float64(9.141414141414142), 'sift_sigma': np.float64(0.7272727272727273), 'min_match_count': 51, 'good_matches_threshold': np.float64(0.8090909090909091), 'mask_scale': 1}",253
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.03898989898989899), 'sift_edgeThreshold': np.float64(12.373737373737374), 'sift_sigma': np.float64(0.7353535353535354), 'min_match_count': 41, 'good_matches_threshold': np.float64(0.7333333333333334), 'mask_scale': 1}",252
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.03535353535353535), 'sift_edgeThreshold': np.float64(10.151515151515152), 'sift_sigma': np.float64(0.43232323232323233), 'min_match_count': 48, 'good_matches_threshold': np.float64(0.8515151515151516), 'mask_scale': 1}",251
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.031313131313131314), 'sift_edgeThreshold': np.float64(11.666666666666668), 'sift_sigma': np.float64(0.42424242424242425), 'min_match_count': 52, 'good_matches_threshold': np.float64(0.6151515151515151), 'mask_scale': 1}",250
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.05797979797979798), 'sift_edgeThreshold': np.float64(6.717171717171717), 'sift_sigma': np.float64(0.5050505050505051), 'min_match_count': 41, 'good_matches_threshold': np.float64(0.8303030303030303), 'mask_scale': 1}",249
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.032525252525252527), 'sift_edgeThreshold': np.float64(11.464646464646464), 'sift_sigma': np.float64(0.5494949494949495), 'min_match_count': 48, 'good_matches_threshold': np.float64(0.8333333333333334), 'mask_scale': 1}",24
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.03616161616161616), 'sift_edgeThreshold': np.float64(10.555555555555555), 'sift_sigma': np.float64(0.6181818181818182), 'min_match_count': 52, 'good_matches_threshold': np.float64(0.8606060606060606), 'mask_scale': 1}",263
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.031313131313131314), 'sift_edgeThreshold': np.float64(13.787878787878787), 'sift_sigma': np.float64(0.4484848484848485), 'min_match_count': 41, 'good_matches_threshold': np.float64(0.8818181818181818), 'mask_scale': 1}",248
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.020808080808080807), 'sift_edgeThreshold': np.float64(7.424242424242424), 'sift_sigma': np.float64(0.7717171717171718), 'min_match_count': 50, 'good_matches_threshold': np.float64(0.9), 'mask_scale': 1}",247
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.04666666666666666), 'sift_edgeThreshold': np.float64(10.555555555555555), 'sift_sigma': np.float64(0.4808080808080808), 'min_match_count': 40, 'good_matches_threshold': np.float64(0.8272727272727273), 'mask_scale': 1}",246
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.026060606060606062), 'sift_edgeThreshold': np.float64(7.525252525252525), 'sift_sigma': np.float64(0.6545454545454545), 'min_match_count': 50, 'good_matches_threshold': np.float64(0.8363636363636364), 'mask_scale': 1}",245
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.021616161616161617), 'sift_edgeThreshold': np.float64(5.808080808080808), 'sift_sigma': np.float64(0.7434343434343434), 'min_match_count': 57, 'good_matches_threshold': np.float64(0.6484848484848484), 'mask_scale': 1}",244
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.03212121212121212), 'sift_edgeThreshold': np.float64(10.858585858585858), 'sift_sigma': np.float64(0.698989898989899), 'min_match_count': 47, 'good_matches_threshold': np.float64(0.6), 'mask_scale': 1}",242
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.032525252525252527), 'sift_edgeThreshold': np.float64(15.0), 'sift_sigma': np.float64(0.5898989898989899), 'min_match_count': 48, 'good_matches_threshold': np.float64(0.6575757575757576), 'mask_scale': 1}",241
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.0503030303030303), 'sift_edgeThreshold': np.float64(12.373737373737374), 'sift_sigma': np.float64(0.6343434343434344), 'min_match_count': 59, 'good_matches_threshold': np.float64(0.7303030303030302), 'mask_scale': 1}",256
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.020404040404040404), 'sift_edgeThreshold': np.float64(6.212121212121212), 'sift_sigma': np.float64(0.4161616161616162), 'min_match_count': 51, 'good_matches_threshold': np.float64(0.6121212121212121), 'mask_scale': 1}",264
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.04181818181818182), 'sift_edgeThreshold': np.float64(9.040404040404042), 'sift_sigma': np.float64(0.5454545454545454), 'min_match_count': 46, 'good_matches_threshold': np.float64(0.8393939393939394), 'mask_scale': 1}",50
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.045454545454545456), 'sift_edgeThreshold': np.float64(10.656565656565657), 'sift_sigma': np.float64(0.42424242424242425), 'min_match_count': 50, 'good_matches_threshold': np.float64(0.7454545454545455), 'mask_scale': 1}",64
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.05555555555555555), 'sift_edgeThreshold': np.float64(9.747474747474747), 'sift_sigma': np.float64(0.6828282828282828), 'min_match_count': 43, 'good_matches_threshold': np.float64(0.8666666666666667), 'mask_scale': 1}",63
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.06), 'sift_edgeThreshold': np.float64(14.8989898989899), 'sift_sigma': np.float64(0.7555555555555555), 'min_match_count': 46, 'good_matches_threshold': np.float64(0.7181818181818181), 'mask_scale': 1}",99
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.03333333333333333), 'sift_edgeThreshold': np.float64(7.121212121212121), 'sift_sigma': np.float64(0.6585858585858586), 'min_match_count': 54, 'good_matches_threshold': np.float64(0.796969696969697), 'mask_scale': 1}",98
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.026464646464646465), 'sift_edgeThreshold': np.float64(5.404040404040404), 'sift_sigma': np.float64(0.4686868686868687), 'min_match_count': 55, 'good_matches_threshold': np.float64(0.8212121212121213), 'mask_scale': 1}",97
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.03696969696969697), 'sift_edgeThreshold': np.float64(7.525252525252525), 'sift_sigma': np.float64(0.7515151515151515), 'min_match_count': 47, 'good_matches_threshold': np.float64(0.696969696969697), 'mask_scale': 1}",112
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.026060606060606062), 'sift_edgeThreshold': np.float64(5.909090909090909), 'sift_sigma': np.float64(0.6141414141414141), 'min_match_count': 40, 'good_matches_threshold': np.float64(0.8090909090909091), 'mask_scale': 1}",110
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.045454545454545456), 'sift_edgeThreshold': np.float64(12.575757575757574), 'sift_sigma': np.float64(0.5858585858585859), 'min_match_count': 55, 'good_matches_threshold': np.float64(0.7151515151515151), 'mask_scale': 1}",193
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.027676767676767675), 'sift_edgeThreshold': np.float64(10.858585858585858), 'sift_sigma': np.float64(0.7717171717171718), 'min_match_count': 55, 'good_matches_threshold': np.float64(0.6848484848484848), 'mask_scale': 1}",108
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.028484848484848484), 'sift_edgeThreshold': np.float64(9.545454545454545), 'sift_sigma': np.float64(0.5373737373737374), 'min_match_count': 52, 'good_matches_threshold': np.float64(0.8363636363636364), 'mask_scale': 1}",382
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.028484848484848484), 'sift_edgeThreshold': np.float64(5.303030303030303), 'sift_sigma': np.float64(0.496969696969697), 'min_match_count': 40, 'good_matches_threshold': np.float64(0.7272727272727273), 'mask_scale': 1}",332
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.026868686868686868), 'sift_edgeThreshold': np.float64(10.151515151515152), 'sift_sigma': np.float64(0.5414141414141415), 'min_match_count': 40, 'good_matches_threshold': np.float64(0.6393939393939394), 'mask_scale': 1}",331
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.02202020202020202), 'sift_edgeThreshold': np.float64(12.070707070707071), 'sift_sigma': np.float64(0.5454545454545454), 'min_match_count': 49, 'good_matches_threshold': np.float64(0.7666666666666666), 'mask_scale': 1}",330
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.04464646464646464), 'sift_edgeThreshold': np.float64(7.727272727272727), 'sift_sigma': np.float64(0.4767676767676768), 'min_match_count': 55, 'good_matches_threshold': np.float64(0.609090909090909), 'mask_scale': 1}",329
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.02404040404040404), 'sift_edgeThreshold': np.float64(6.313131313131313), 'sift_sigma': np.float64(0.6222222222222222), 'min_match_count': 43, 'good_matches_threshold': np.float64(0.8454545454545455), 'mask_scale': 1}",15
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.031313131313131314), 'sift_edgeThreshold': np.float64(14.292929292929292), 'sift_sigma': np.float64(0.5616161616161617), 'min_match_count': 45, 'good_matches_threshold': np.float64(0.6424242424242425), 'mask_scale': 1}",369
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.0301010101010101), 'sift_edgeThreshold': np.float64(12.373737373737374), 'sift_sigma': np.float64(0.795959595959596), 'min_match_count': 50, 'good_matches_threshold': np.float64(0.8151515151515152), 'mask_scale': 1}",109
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.051515151515151514), 'sift_edgeThreshold': np.float64(10.858585858585858), 'sift_sigma': np.float64(0.4808080808080808), 'min_match_count': 55, 'good_matches_threshold': np.float64(0.7272727272727273), 'mask_scale': 1}",80
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.04464646464646464), 'sift_edgeThreshold': np.float64(5.909090909090909), 'sift_sigma': np.float64(0.5777777777777778), 'min_match_count': 40, 'good_matches_threshold': np.float64(0.6484848484848484), 'mask_scale': 1}",79
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.028484848484848484), 'sift_edgeThreshold': np.float64(10.151515151515152), 'sift_sigma': np.float64(0.42424242424242425), 'min_match_count': 43, 'good_matches_threshold': np.float64(0.8787878787878788), 'mask_scale': 1}",78
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.028888888888888888), 'sift_edgeThreshold': np.float64(13.686868686868687), 'sift_sigma': np.float64(0.6585858585858586), 'min_match_count': 40, 'good_matches_threshold': np.float64(0.8212121212121213), 'mask_scale': 1}",77
